doc_id,prediction_index,pred_label,pred_start,pred_end,pred_text
article_11,34,anecdote,2859,3095,"Recall that Cohen’s one-stop valet shop, Essential Consultants, took money from AT&T, Korean Aerospace Industries and Swiss pharma company Novartis, as well as an offshoot business of Viktor Vekselberg, a Russian oligarch and Putin ally"
article_11,35,assumption,3098,3148,This looks a lot like Cohen was peddling influence
article_11,36,assumption,3149,3189,And the deal with Vekselberg’s business
article_11,37,assumption,3191,3268,"well, that goes to the heart of the matter: Trump’s financial ties to Russia"
article_11,38,assumption,3271,3450,Cohen’s apparent willingness to pay hush money on Trump’s behalf — especially in re. sex capers — also gives credence to the 2016 Trump-Russia dossier by ex-spy Christopher Steele
article_11,39,assumption,3451,3588,"The dossier warned that the president was vulnerable to sexual blackmail and, if elected, could be grievously manipulated by the Kremlin"
article_11,40,assumption,3591,3831,"In the Steele dossier, the story goes that the Kremlin knew about Trump’s financial tomfoolery — and maybe knew or had recorded something to do with urine and one of those luxe Stearns & Foster mattresses the Ritz-Carlton chain is known for"
article_11,41,testimony,3840,3960,"the journalist Julia Ioffe wrote this week, Russian President Vladimir Putin’s kompromat might be hiding in plain sight"
article_11,42,assumption,3961,4051,"He’s the one who knows, and can say, that Trump didn’t win the presidency fair and square"
article_11,43,assumption,4135,4187,"On the home front, kompromat also seems near to hand"
article_11,44,assumption,4191,4313,"Cohen recorded his boss prattling on about his sexual needs, his extramarital girlfriends and his efforts to silence them"
article_11,45,assumption,4314,4358,"Cohen probably has some other receipts, too"
article_11,46,testimony,4361,4500,"According to Michael Avenatti, Daniels’ sharp-dressed lawyer, some 16 phones were found when the FBI raided Michael Cohen’s office in April"
article_11,47,anecdote,4545,4579,There’s a useful app called iHere3
article_11,48,anecdote,4580,4631,which pairs a small keychain device with an iPhone
article_11,49,assumption,4632,4710,It lets you wiretap anyone without anything fishy on your phone’s lock screen
article_11,50,assumption,4714,4759,"Cohen can manage that kind of spyware, kudos"
article_11,51,assumption,4760,4849,Impressive — especially while keeping track of all the nude models and Russian oligarchs
article_11,52,assumption,4852,4870,One way or another
article_11,53,assumption,4871,4885,bugging Trump
article_11,54,assumption,4886,4932,"That’s some cold, cold valet work right there"
article_11,55,assumption,4933,4989,Cohen reportedly has lifelong ties to the Russian mafia
article_11,56,assumption,4994,5038,he’s showing a KGB-level knack for betrayal
article_11,57,other,5039,5059,I think I admire it
article_12,0,assumption,0,196,"After years of causing angst for White House political aides by delving into issues of race, Attorney General Eric Holder is heading to Ferguson, Missouri, as President Barack Obama's top emissary"
article_12,1,assumption,199,411,"The trip on Wednesday to the St. Louis suburb now in the spotlight represents the latest effort by the Obama administration to find a way to calm racial tensions following the police shooting of Michael Brown, 18"
article_12,2,anecdote,414,535,"Under Holder, the first black attorney general, the Justice Department has intensified its scrutiny of police departments"
article_12,3,anecdote,639,655,past five years
article_12,4,statistics,658,733,That's more than twice the number of such probes in the previous five years
article_12,5,assumption,736,945,"That record is part of Holder's pitch to reassure the local community in Ferguson that the Justice Department will properly investigate the shooting of Brown, who was unarmed, by a white officer, Darren Wilson"
article_12,6,assumption,949,1056,erguson has been at the center of daily standoffs between protesters and police since the August 9 shooting
article_12,7,anecdote,1078,1098,have turned violent
article_12,8,assumption,1101,1181,Holder's visit will focus on the Justice Department's civil rights investigation
article_12,9,assumption,1182,1253,which is examining whether Wilson acted properly in using deadly force
article_12,10,assumption,1254,1341,The federal probe is separate from a criminal one being conducted by local authorities
article_12,11,testimony,1344,1616,"""At a time when so much may seem uncertain, the people of Ferguson can have confidence that the Justice Department intends to learn — in a fair and thorough manner — exactly what happened,"" Holder wrote in an opinion piece for the St. Louis Post-Dispatch ahead of his trip"
article_12,12,testimony,1619,1819,"""We understand the need for an independent investigation, and we hope that the independence and thoroughness of our investigation will bring some measure of calm to the tensions in Ferguson,"" he added"
article_12,13,assumption,1822,2016,Holder has been outspoken on issues related to disparity in the judicial system and has led efforts to reduce disparities in sentences that statistically have greater effect on racial minorities
article_12,14,assumption,2047,2052,While
article_12,15,assumption,2052,2092,those efforts have the backing of Obama
article_12,16,assumption,2093,2184,Holder's public views on the issue of race haven't always been welcome for the White House
article_12,17,testimony,2187,2497,"In his first major speech after taking office in 2009, Holder told a Black History Month gathering at the Justice Department: ""Though this nation has proudly thought of itself as an ethnic melting pot, in things racial we have always been and continue to be, in too many ways, essentially a nation of cowards."""
article_12,18,testimony,2499,2556,"Obama criticized the ""nation of cowards"" characterization"
article_12,19,testimony,2557,2649,"saying ""if I had been advising my attorney general, we would have used different language."""
article_12,20,assumption,2651,2690,"Privately, Holder believed he was right"
article_12,21,assumption,2691,2737,But he stayed away from the issue for a while
article_12,22,assumption,2740,2829,"At the same time, he vowed to reinvigorate the Justice Department's civil rights division"
article_12,23,assumption,2830,2943,which was the center of controversy over partisan meddling during the administration of President George W. Bush
article_12,24,assumption,2973,3187,That unit enforces a 1994 law approved after the Rodney King beating by police in Los Angeles that makes it unlawful for police to engage in a pattern or practice that deprives people of their constitutional rights
article_12,25,anecdote,3296,3376,"including those against police departments in Albuquerque, Miami, and Cleveland"
article_12,26,assumption,3379,3505,"As a result of increased scrutiny, there are now 13 law enforcement agencies subject to agreements with the Justice Department"
article_12,27,assumption,3506,3609,"Seven of those are under court-ordered consent decrees, the largest number in the department's history"
article_12,28,assumption,3612,3778,"Holder has criticized some of the police response to the street protests in Ferguson, while at the same time advocating enforcement against people rioting and looting"
article_12,29,assumption,3781,3971,"He has sent Justice Department officials to provide technical assistance to police, suggesting less aggressive tactics and avoiding the use of military-style vehicles to deal with protesters"
article_12,30,assumption,3990,3996,about
article_12,31,assumption,4049,4055,Davis
article_12,32,anecdote,4060,4117,heads the Office of Community Oriented Policing Services
article_12,33,anecdote,4118,4249,"A former police chief in East Palo Alto, California, Davis is African-American and has spoken out about racial profiling by police"
article_12,34,testimony,4253,4418,"I am a black man who is subject to increased scrutiny from my community, my profession, and my country because of the color of my skin,"" Davis said at a 2012 hearing"
article_12,35,testimony,4421,4470,"He added that he is proud to be a police officer,"
article_12,36,testimony,4474,4685,"noted that ""as a black man with a 14-year-old son, Glenn, I know that when I teach him how to drive a car I must also teach him what to do when stopped by the police -- a mandatory course for young men of color"
article_12,37,testimony,4688,4947,"""I must also prepare him for the bias he is likely to face and the reality that, despite the strength of his character or his contributions to society, there will be those who will attach criminality to him simply because of the color of his skin,"" Davis said"
article_13,0,assumption,0,120,President Barack Obama’s plan to normalize relations with Cuba has hit a familiar roadblock: Republicans on Capitol Hill
article_13,1,assumption,123,384,"Just hours after Obama announced that a prisoner swap with the Cuban government for two Americans was the start of a new relationship with the communist country, Republicans began informally kicking around ideas to stop any changes to the U.S.-Cuba relationship"
article_13,2,assumption,427,439,Obama funds
article_13,3,assumption,442,449,reopen
article_13,4,assumption,452,460,embassy
article_13,5,assumption,463,467,Hav
article_13,6,assumption,471,518,stall the nomination of a potential ambassador
article_13,7,assumption,519,637,vote down a bill to open up travel more widely and ignore requests from the White House to lift a decades-old embargo
article_13,8,assumption,688,804,"When Republicans control the Senate next year, the party would be in a good position to get some of their plans done"
article_13,9,assumption,817,845,they can’t fully stop Obama
article_13,10,assumption,846,893,who has some authority to act without Congress
article_13,11,assumption,894,1089,"the dispute will provide another opportunity for the president’s Hill rivals, including 2016 likely hopefuls Sens. Ted Cruz and Marco Rubio, to continue to question his use of executive action —"
article_13,12,assumption,1089,1200,a theme Republicans had already planned to take on next year around Obama’s moves on immigration and Obamacare
article_13,13,testimony,1203,1398,"“I will do all in my power to block the use of funds to open an embassy in Cuba. Normalizing relations with Cuba is bad idea at a bad time,” Sen. Lindsey Graham (R-S.C.) said on Twitter Wednesday"
article_13,14,testimony,1513,1625,"’s place on a list of state sponsors of terrorism, reestablish an embassy in Havana and ease travel restrictions"
article_13,15,testimony,1626,1721,"Obama also said the U.S. would increase remittance levels, expand commercial sales and exports"
article_13,16,testimony,1766,1865,"“We will end an outdated approach that for decades has failed to advance our interests,” Obama said"
article_13,17,testimony,1866,2014,“Neither the American nor the Cuban people are well-served by a rigid policy that is rooted in events that took place before most of us were born.”
article_13,18,assumption,2016,2071,Republicans will control the Senate starting in January
article_13,19,assumption,2072,2139,meaning they will have the power to block presidential nominations
article_13,20,assumption,2140,2322,"Already a number of influential Republicans vocal on foreign affairs, including Graham, Sens. John McCain (R-Ariz.), Rubio (R-Fla.) and Cruz said they staunchly oppose Obama’s plans"
article_13,21,anecdote,2330,2449,also called on Congress to peruse legislation that would lift the 50-year embargo against goods and travel to the Cuba
article_13,22,assumption,2450,2602,"That embargo, launched by President John F. Kennedy, is not solidified by decades of congressional legislation - a fact Obama alluded to in his remarks"
article_13,23,testimony,2606,2682,The embargo that has been imposed for decades is now codified in legislation
article_13,24,testimony,2686,2812,"these changes unfold, I look forward to engaging Congress in an honest and serious debate about lifting the embargo,” he said"
article_13,25,testimony,2815,2917,But Speaker John Boehner said he would not allow any Cuban-U.S. relations to be revisited in the House
article_13,26,testimony,2971,3116,"“Relations with the Castro regime should not be revisited, let alone normalized, until the Cuban people enjoy freedom – and not one second sooner"
article_13,27,testimony,3117,3301,"There is no ‘new course’ here, only another in a long line of mindless concessions to a dictatorship that brutalizes its people and schemes with our enemies,” the Ohio Republican said"
article_13,28,testimony,3304,3440,Incoming Senate Majority Leader Mitch McConnell (R-Ky.) said he would defer the upper chamber’s response to Cuba policy changes to Rubio
article_13,29,assumption,3441,3507,who slammed Obama for threatening U.S. national security concerns
article_13,30,assumption,3510,3716,Already some Republicans are casting doubt on if the Obama administration has the legal authority to roll back some travel restrictions and allow increased numbers of Cuban cigars to be brought into the U.S
article_13,31,testimony,3717,3976,Rep. Ileana Ros-Lehtinen (R-Fla.) said action by Obama “may be in direct violation of Helms-Burton that specifically states that all political prisoners must be released and free and fair elections must be held before establishing a diplomatic relationship.”
article_13,32,assumption,3981,4163,incoming chairman of the Senate Foreign Relations Committee Tennessee Republican Bob Corker gave few details on Wednesday on what his panel would do to halt any of Obama’s proposals
article_13,33,testimony,4166,4345,"“The new U.S. policy announced by the administration is no doubt sweeping, and as of now there is no real understanding as to what changes the Cuban government is prepared to make"
article_13,34,testimony,4346,4453,"We will be closely examining the implications of these major policy changes in the next Congress,” he said"
article_13,35,assumption,4456,4521,Meanwhile Democrats were mixed on their response to Obama’s plans
article_13,36,assumption,4628,4646,Obama’s proposals
article_13,37,testimony,4707,4709,.”
article_13,38,testimony,4712,4868,"It is clear that policy of isolating Cuba is serving neither the interests of the American people nor the democratic aspirations of the Cubans,” Pelosi said"
article_13,39,testimony,4869,5039,“We must acknowledge our policy towards Cuba is a relic of a bygone era that weakens our leadership in the Americas and has not advanced freedom and prosperity in Cuba.”
article_14,0,testimony,0,179,President Trump announced on Wednesday that his administration is making a radical break with nearly 70 years of official United States policy and with the international community
article_14,1,anecdote,186,228,recognizing Jerusalem as Israel’s capital
article_14,2,assumption,231,336,"This decision will be interpreted by Palestinians, Arabs and the rest of the world as a major provocation"
article_14,3,assumption,337,479,"It will cause irreparable harm to Mr. Trump’s own plans to make peace in the Middle East, and to any future administration’s efforts, as well"
article_14,4,assumption,480,544,It will also undermine the United States’ own national security
article_14,5,assumption,545,603,The president should reconsider this decision immediately
article_14,6,anecdote,606,611,Since
article_14,7,anecdote,611,818,"Israel was established in 1948, the United Nations and the United States, like most countries, have refused to recognize any country’s sovereignty over Jerusalem, a city holy to Muslims, Jews and Christians"
article_14,8,anecdote,881,911,embassy to Israel in Tel Aviv
article_14,9,anecdote,918,989,Israel militarily occupied East Jerusalem in the 1967 Arab-Israeli War
article_14,10,assumption,990,1292,"the United States and the international community have rejected as illegal Israel’s attempts to cement its control over the city by expanding its boundaries, annexing it and constructing a ring of settlements on occupied Palestinian land around its outskirts to sever it from the rest of the West Bank"
article_14,11,assumption,1295,1489,"With his announcement on Wednesday, Mr. Trump has legitimized Israel’s illegal actions and sent the message that the United States no longer has any regard for international conventions or norms"
article_14,12,assumption,1494,1548,that might and power prevail over justice and the law
article_14,13,assumption,1551,1594,Perhaps this shouldn’t have been a surprise
article_14,14,assumption,1595,1758,"Members of Israel’s hard-right government were overjoyed at Mr. Trump’s election, believing they would have a free rein to accelerate the expansion of settlements"
article_14,15,assumption,1759,2104,"The president’s selection of his son-in-law, Jared Kushner, to lead his administration’s Israeli-Palestinian peace efforts and the appointment of David Friedman as ambassador to Israel, both of whom have ties to Israel’s settlement movement, further emboldened the settlers and their supporters in Prime Minister Benjamin Netanyahu’s government"
article_14,16,anecdote,2137,2168,settlements over the past year
article_14,17,assumption,2173,2496,"rewarding its claim on Jerusalem with official recognition, Mr. Trump is giving Israel a free hand to accelerate its policies of creeping annexation of the occupied Palestinian territories and its deliberate attempts to erase the Palestinians’ historical, political, cultural and demographic presence in historic Palestine"
article_14,18,assumption,2499,2608,This will encourage Israeli officials to further intensify their violations of Palestinian rights in the city
article_14,19,assumption,2609,2694,more Palestinian homes will be destroyed and more Palestinian families made homeless
article_14,20,testimony,2697,2853,"Since Israel occupied East Jerusalem in 1967, Israeli authorities have, according to the United Nations, destroyed some 20,000 Palestinian homes in the city"
article_14,21,assumption,2855,3083,It will also mean more Palestinian land stolen for settlements and more Palestinian Jerusalemites will have their right to reside in the city where they were born and raised and where their families still live revoked by Israel
article_14,22,testimony,3087,3177,"it has done to more than 14,000 Palestinians since 1967, according to human rights groups"
article_14,23,assumption,3178,3323,"And it will fuel further calls from right-wing Israelis, including members of Mr. Netanyahu’s government, to annex parts or all of the West Bank"
article_14,24,assumption,3338,3419,the United States has given its stamp of approval to the annexation of Jerusalem
article_14,25,assumption,3420,3511,why shouldn’t right-wing Israelis believe it will one day do the same with more territory?
article_14,26,assumption,3522,3688,the United States’ recognition of Jerusalem as part of Israel could embolden messianic Jewish extremists — some of whom are supported by Israeli government officials
article_14,27,assumption,3690,3852,"who want to build a Jewish temple in the Noble Sanctuary mosque complex in the Old City of East Jerusalem, one of the most sensitive religious sites in the world"
article_14,28,assumption,3853,3981,This could easily ignite a major religious conflagration in the Middle East and beyond with an outcome that cannot be predicted
article_14,29,assumption,3984,4066,Wednesday’s announcement may finally put to rest the dream of a two-state solution
article_14,30,assumption,4067,4191,which has been on life support for years already — after more than 25 years as the United States government’s official goal
article_14,31,assumption,4199,4234,all of Jerusalem is part of Israel
article_14,32,assumption,4235,4301,"then East Jerusalem cannot be the capital of a Palestinian state,"
article_14,33,assumption,4301,4372,rendering the idea of two states living side by side in peace obsolete
article_14,34,assumption,4377,4437,that is not enough to persuade Mr. Trump to change his mind
article_14,35,assumption,4438,4515,"he should listen to the advice of his own secretary of defense, James Mattis"
article_14,36,testimony,4635,4784,"Middle East, Mr. Mattis said that he “paid a military security price every day” because the United States was “seen as biased in support of Israel.”"
article_14,37,assumption,4784,4877,American recognition of Jerusalem as Israel’s capital exacerbates this problem exponentially
article_14,38,assumption,4880,5044,It is our hope as Palestinians that saner voices will prevail and that the United States will refrain from any actions that will further destabilize the Middle East
article_14,39,assumption,5048,5104,Mr. Trump truly wishes to have a chance at making peace
article_14,40,assumption,5105,5159,he must reverse his decision on Jerusalem immediately
article_15,0,assumption,16,252,Obama administration issued new rules on Friday that allow closely held for-profit corporations like Hobby Lobby Stores to opt out of providing women with insurance coverage for contraceptives if the companies have religious objections
article_15,1,testimony,255,367,"Women enrolled in such health plans would still be able to get birth control at no cost, the administration said"
article_15,2,assumption,368,414,Insurers would pay for contraceptive services
article_15,3,assumption,419,482,the payments would be separate from the employer’s health plan
article_15,4,anecdote,485,559,The rules came in response to a decision by the Supreme Court in June 2014
article_15,5,testimony,604,780,", the court said that requiring family-owned corporations to pay for coverage of contraception under the Affordable Care Act violated a federal law protecting religious freedom"
article_15,6,testimony,783,964,"The administration had argued against that conclusion, saying there was no precedent for granting “a religious exemption” to commercial enterprises like the Hobby Lobby craft stores"
article_15,7,assumption,967,1273,"But under the rules issued by the administration on Friday, certain for-profit businesses will be able to obtain an accommodation like the one already available to nonprofit religious groups, including Roman Catholic universities, hospitals and charities that object to covering the costs of contraceptives"
article_15,8,assumption,1276,1359,Contraceptive coverage has been the focus of fierce political debate for five years
article_15,9,assumption,1363,1546,the administration struggled to meet the health needs of women while recognizing the concerns of people who have deep religious convictions against some or all forms of contraception
article_15,10,testimony,1549,1739,"Sylvia Mathews Burwell, the secretary of health and human services, said Friday that the new rules would “secure women’s access to contraceptive services while respecting religious beliefs.”"
article_15,11,assumption,1747,1836,"planning advocates, usually supportive of the administration, criticized the final rules"
article_15,12,testimony,1839,2049,"Senator Patty Murray of Washington, the senior Democrat on the Senate health committee, said the rules allowed a wide range of businesses to have “power over the health care decisions of the women they employ.”"
article_15,13,testimony,2049,2177,"The rules, she said, show why “the Supreme Court’s deeply harmful ruling in Burwell v. Hobby Lobby is completely unacceptable.”"
article_15,14,anecdote,2190,2258,is planning to introduce legislation to override the court decision
article_15,15,assumption,2259,2311,Senate Republicans blocked a similar bill last year
article_15,16,assumption,2315,2364,"now, with more seats, could probably do so again"
article_15,17,testimony,2367,2713,"Marcia D. Greenberger, co-president of the National Women’s Law Center, a research and advocacy group, said, “The rules go beyond the facts of the Hobby Lobby decision and will allow a broader set of for-profit employers to exempt themselves from the general requirement that contraception be covered as part of preventive health care for women.”"
article_15,18,testimony,2715,2899,"In an explanation of the rules, the administration confirmed that its definition of eligible closely held for-profit entities “goes beyond what is required” by the Hobby Lobby decision"
article_15,19,statistics,2902,3160,A study this week by researchers at the University of Pennsylvania estimated that women saved $1.4 billion a year on birth control pills because of the requirement in the Affordable Care Act for coverage of contraceptives without co-payments or other charges
article_15,20,assumption,3163,3300,"Under the law, employers with 50 or more full-time employees are generally required to offer health coverage or pay substantial penalties"
article_15,21,assumption,3473,3493,Drug Administration
article_15,22,assumption,3498,3581,"they report their objections, and adhere to procedures described by the government"
article_15,23,assumption,3582,3659,they can be excused from having to provide or pay for contraceptive coverage
article_15,24,assumption,3662,3751,"These companies can, in effect, opt out of providing or paying for contraceptive coverage"
article_15,25,assumption,3756,3846,"their insurance carriers must, under the rules, make separate payments for contraceptives"
article_15,26,assumption,3850,3888,women would still have access to them
article_15,27,assumption,3893,3940,insurers could be reimbursed by the government
article_15,28,statistics,4176,4210,held by five or fewer individuals
article_15,29,testimony,4213,4356,"Family members, including brothers, sisters and spouses, “count as a single owner for purposes of these final regulations,” the government said"
article_15,30,assumption,4483,4517,to the one described in the rules
article_15,31,testimony,4520,4726,"Based on available data, the administration said it believed that its definition would encompass all the for-profit companies that have challenged the contraceptive coverage requirement on religious grounds"
article_15,32,testimony,4740,4862,it predicted that at least 87 closely held for-profit businesses would try to opt out of providing contraceptive coverage
article_15,33,assumption,5154,5156,.”
article_15,34,assumption,5265,5345,directly to their insurers and the companies that administer their health plans
article_16,0,testimony,269,452,MORE (R-Iowa) said Thursday there’s no corroboration of sexual assault allegations against Supreme Court nominee Brett Kavanaugh in a supplementary FBI report submitted to the Senate
article_16,1,testimony,455,575,“I’ve now received a committee staff briefing on the FBI’s supplement to Judge Kavanaugh’s background investigation file
article_16,2,testimony,576,657,"There’s nothing in it that we didn’t already know,” Grassley said in a statement"
article_16,3,testimony,660,881,"“These uncorroborated accusations have been unequivocally and repeatedly rejected by Judge Kavanaugh, and neither the Judiciary Committee nor the FBI could locate any third parties who can attest to any of the allegations"
article_16,4,testimony,882,934,"There’s also no contemporaneous evidence,” he added"
article_16,5,testimony,937,984,"""This investigation found no hint of misconduct"
article_16,6,testimony,988,1032,I’ll be voting to confirm Judge Kavanaugh.”
article_16,7,anecdote,1034,1123,Grassley made his statement after being briefed by Senate GOP staff who viewed the report
article_16,8,anecdote,1126,1279,Senators have been filing into and out of the secure compartmented information facility in the Capitol Visitor Center to view the report Thursday morning
article_16,9,anecdote,1280,1474,They are being granted access to the results of the confidential FBI background investigation into the allegations brought forward against Kavanaugh by Christine Blasey Ford and two other women
article_16,10,anecdote,1475,1512,Kavanaugh has denied the allegations
article_16,11,testimony,1515,1649,GOP lawmakers said the FBI failed to find any significant evidence backing Ford’s claims after interviewing an additional 10 witnesses
article_16,12,assumption,1690,1696,group
article_16,13,assumption,1699,1719,three GOP lawmakers
article_16,14,assumption,1722,1725,ens
article_16,15,assumption,1732,1740,Collins
article_16,16,assumption,1743,1822,an Margaret CollinsSenate Republicans reintroduce bill to repeal the estate tax
article_16,17,assumption,1826,1848,Hill's Morning Report
article_16,18,assumption,1850,1872,"Government is funded,"
article_16,19,assumption,1876,1890,for how long?
article_16,20,assumption,1901,1959,Congress pivots to preventing second shutdown MORE (Maine
article_16,21,assumption,1961,2073,Lisa MurkowskiLisa Ann MurkowskiShutdown ends without funding for Trump’s border wall Murkowski blasts shutdown
article_16,22,assumption,2074,2107,'This never should have happened
article_16,23,assumption,2108,2269,Senate expected to pass bill to end shutdown on Friday MORE (Alaska) and Jeff FlakeJeffrey (Jeff) Lane FlakeDNC should be cautious about overemphasizing debates
article_16,24,assumption,2273,2434,Trump may skip them in 2020 RNC votes to give Trump 'undivided support' ahead of 2020 White House immigration agenda hurts Senate Republicans in 2020 MORE (Ariz
article_16,25,testimony,2450,2497,"“They wound up interviewing 10 people, not four"
article_16,26,testimony,2498,2731,"They were given the latitude they wanted, nobody told them where to go, who to interview or how to interview them,” said Sen. Lindsey GrahamLindsey Olin GrahamDems to grill Pentagon brass on border troop deployment Overnight Defense"
article_16,27,testimony,2733,2753,Presented by Raythe
article_16,28,anecdote,2764,2766,oy
article_16,29,assumption,2818,2851,hits Venezuelan oil company with
article_16,30,assumption,2872,2932,line on landmark arms control treaty approaches GOP lawmaker
article_16,31,testimony,2987,3015,t legislate the way he wants
article_16,32,anecdote,3016,3095,"MORE (R-S.C.), a member of the Judiciary Committee, after reviewing the report"
article_16,33,testimony,3098,3165,"“The main thing for me is the FBI did a professional job,” he added"
article_16,34,testimony,3166,3215,“I didn’t learn anything I didn’t already know.”
article_16,35,assumption,3279,3286,report
article_16,36,testimony,3289,3351,"“It appears to be a very thorough investigation,” she told CNN"
article_16,37,testimony,3354,3471,"Flake, another key vote, said he saw “no additional corroborating information” in an initial review of the FBI report"
article_16,38,anecdote,3478,3556,Dianne FeinsteinDianne Emiel FeinsteinSenate Dems introduce bill to keep DACA
article_16,39,anecdote,3561,3569,private
article_16,40,anecdote,3589,3630,Russia sought access to Trump transition
article_16,41,anecdote,3714,3837,"MORE (Calif.), the ranking Democrat on the Judiciary Committee, initially declined to comment after reviewing the document"
article_16,42,testimony,3840,3959,"She later told reporters that the FBI report ""looks to be the product of an incomplete investigation that was limited."""
article_16,43,testimony,3961,4000,"""Perhaps by the White House,"" she added"
article_16,44,testimony,4001,4017,"""I don't know."""
article_16,45,testimony,4019,4170,"Senate Minority Leader Charles Schumer (D-N.Y.) said he disagreed with Grassley's assessment ""that there was no hint of misconduct"" in the FBI's report"
article_16,46,testimony,4173,4280,"""We had many fears that this was a very limited process that would constrain the FBI from getting the facts"
article_16,47,testimony,4285,4331,"Those fears have been realized,"" Schumer said"
article_16,48,testimony,4334,4528,"Deputy White House press secretary Raj Shah said in a statement early Thursday that the White House is now ""fully confident the Senate will vote to confirm Judge Kavanaugh to the Supreme Court.”"
article_16,49,testimony,4530,4821,"""This is now the 7th. time the FBI has investigated Judge Kavanaugh,"" President TrumpDonald John TrumpTrump calls for global warming to 'come back' amid winter storm Meadows re-elected House Freedom Caucus chairman Schultz says he won’t respond to Trump’s ‘childish’ tweet MORE later tweeted"
article_16,50,testimony,4822,4911,"""If we made it 100, it would still not be good enough for the Obstructionist Democrats."""
article_16,51,assumption,4918,5216,ity Leader Mitch McConnellAddison (Mitch) Mitchell McConnellPress: Trump wastes 35 days for nothing Senate advances Syria policy bill after shutdown ends Senate Republicans reintroduce bill to repeal the estate tax MORE (R-Ky.) has vowed to bring Kavanaugh's nomination to the full Senate this week
article_16,52,assumption,5224,5310,several key GOP and Democratic senators have so far refused to say how they will vote
article_17,0,assumption,0,136,"A computer malware that has spread across 150 countries appears to be slowing down, with few reports of fresh attacks globally on Monday"
article_17,1,testimony,139,222,"A spokesperson for police agency Europol said the situation in Europe ""seems stable"
article_17,2,assumption,298,355,"on Friday, the attack has been less severe than expected"
article_17,3,anecdote,358,435,"The ransomware takes over users' files, demanding $300 (£230) to restore them"
article_17,4,testimony,438,561,"The White House said on Monday that under $70,000 (£54,000) had been paid in total in a bid to get any locked data released"
article_17,5,assumption,564,584,Payments could go up
article_17,6,anecdote,587,721,"the ransomware warned the cost would double after three days, and threatened to delete files within seven days if no payment was made"
article_17,7,testimony,724,851,"Computer giant Microsoft said the attack, which has affected hundreds of thousands of computers, should serve as a wake-up call"
article_17,8,anecdote,854,1048,"Among the organisations targeted worldwide have been Germany's rail network Deutsche Bahn, Spanish telecommunications operator Telefonica, US logistics giant FedEx and Russia's interior ministry"
article_17,9,anecdote,1051,1128,Many firms employed experts over the weekend to try to prevent new infections
article_17,10,testimony,1131,1323,"Senior spokesman for Europol, Jan Op Gen Oorth, told the AFP news agency: ""The number of victims appears not to have gone up and so far the situation seems stable in Europe, which is a success"
article_17,11,testimony,1326,1448,"""It seems that a lot of internet security guys over the weekend did their homework and ran the security software updates."""
article_17,12,testimony,1450,1591,UK Health Minister Jeremy Hunt confirmed to the BBC that UK intelligence services had found no evidence of a second wave of attacks on Monday
article_17,13,testimony,1594,1711,The badly affected National Health Service said seven out of 47 trusts that were hit were still facing serious issues
article_17,14,testimony,1826,1843,the cyber-attack
article_17,15,assumption,1846,1888,"In Asia, the spread was reportedly slowing"
article_17,16,assumption,1889,1929,with banking systems largely unaffected
article_17,17,testimony,1932,2068,US President Donald Trump's Homeland Security adviser Tom Bossert has also confirmed that no US federal government systems were affected
article_17,18,assumption,2071,2091,This won't take long
article_17,19,assumption,2092,2105,Nobody knows
article_17,20,testimony,2106,2202,"Europol's Jan Op Gen Oorth said: ""A bit early to say... but we are working on a decrypting tool"
article_17,21,testimony,2206,2368,"Associated Press quoted Tim Wellsmore, of US security firm FireEye, as saying: ""We expect this is a small operation... They just happened to hit the mother lode."""
article_17,22,testimony,2370,2455,"Russian President Vladimir Putin said: ""Russia has absolutely nothing to do with it."""
article_17,23,testimony,2457,2612,EU Commissioner for Security Julian King told the BBC on Monday that the EU was proposing legislation to reinforce cyber security in the wake of the attack
article_17,24,testimony,2615,2781,Some private sector security researchers say they have seen some similarities between some of the code in the recent attack and some linked to North Korea in the past
article_17,25,testimony,2784,2947,"Security officials in the UK, however, say they have not seen anything they would regard as hard evidence, Gordon Corera, the BBC's security correspondent, reports"
article_17,26,anecdote,3059,3075,in their emails
article_17,27,assumption,3078,3143,"The message from the UK's National Crime Agency was ""do not pay!"""
article_17,28,assumption,3145,3197,there is no guarantee that systems will be restored
article_17,29,testimony,3200,3349,"Michael Gazeley, of Network Box, a Hong Kong-based cyber-security firm, told Reuters there were still ""many 'landmines' waiting in people's inboxes"","
article_17,30,testimony,3349,3466,adding that his firm had detected a new version that infected users directly via a malicious link on hacked websites
article_17,31,testimony,3469,3673,"Becky Pinkard, from Digital Shadows, a UK-based cyber-security firm, also said it would be easy for the initial attackers or ""copy-cat authors"" to change the virus code so it is difficult to guard against"
article_17,32,testimony,3676,3827,"A UK security researcher known as ""MalwareTech"", who helped to limit the ransomware attack, had predicted ""another one coming... quite likely on Monday"
article_17,33,anecdote,3949,4014,after registering a domain name to track the spread of the virus
article_17,34,assumption,4015,4050,which actually ended up halting it
article_17,35,testimony,4053,4194,The computing giant says the tool used in this current attack had been developed by the US National Security Agency and was stolen by hackers
article_17,36,assumption,4197,4280,It is highly critical of the way governments store data on software vulnerabilities
article_17,37,testimony,4283,4510,"Microsoft president and chief legal officer Brad Smith said on Sunday: ""We have seen vulnerabilities stored by the CIA show up on Wikileaks, and now this vulnerability stolen from the NSA has affected customers around the world"
