doc_id,error_type,gold_label,pred_label,gold_start,gold_end,pred_start,pred_end,overlap_chars,gold_text,pred_text,context,manual_category,note
article_09,unmatched_prediction,,statistics,,,1681.0,1764.0,0,,figures showing the vast majority of small businesses employ fewer than 50 workers,"s of the employer mandate note that most firms already provide health insurance to full time workers, and downplay the effect the requirement would have on small businesses, citing figures showing the vast majority of small businesses employ fewer than 50 workers. But opponents claim the employer mandate is a potential job killer, saying businesses near the 50-worker cutoff will be unlikely to ramp up hiring if it means they're required t",,
article_16,unmatched_prediction,,anecdote,,,2764.0,2766.0,0,,oy,"iew or how to interview them,” said Sen. Lindsey GrahamLindsey Olin GrahamDems to grill Pentagon brass on border troop deployment Overnight Defense — Presented by Raytheon — US envoy confirms draft peace framework with Taliban | Trump hits Venezuelan oil company with new sanctions | Deadline on landmark arms control treaty approaches GOP lawmaker: Trump can’t",,
article_24,unmatched_prediction,,anecdote,,,755.0,767.0,0,,Appeals for,"tact with officials involved in the process. Here's a scorecard of pluses and minuses for the people on the president's short list: Brett Kavanaugh of Maryland, 53, U.S. Court of Appeals for the District of Columbia Circuit Pluses: Like Associate Justice Neil Gorsuch, named to the high court by Trump last year, he is out of conservative central casting. A Yale Law gr",,
article_26,unmatched_prediction,,other,,,4830.0,4838.0,0,,to your,"the support of at least 15 percent of voters in national polls. Neither Johnson nor Stein currently have the necessary 15 percent. Get the Monitor Stories you care about delivered to your inbox. Both campaigns are trying to gather enough support for the debate, and Stein's campaign has even launched an online petition for the debates to ""include all Presidential c",,
article_28,unmatched_prediction,,anecdote,,,1485.0,1487.0,0,,W,"ce then-chair Rep. Debbie Wasserman Schultz to resign. Donna Brazile was promoted from vice chair to interim chair of the party, temporarily pacifying progressive concerns. Debbie Wasserman Schultz.REUTERS/Scott Audette But, following a stunning defeat Tuesday night, progressives are once again up in arms. They contend that the Democratic Party has allowed c",,
article_33,unmatched_prediction,,assumption,,,430.0,433.0,0,,as,"ities ripped apart by mass violence. Fort Hood. Tucson. Aurora. Sandy Hook. And now, the Washington Navy Yard. And these mass shootings occur against a backdrop of daily tragedies, as an epidemic of gun violence tears apart communities across America -- from the streets of Chicago to neighborhoods not far from here. > ... > And yet, here in the United State",,
article_33,unmatched_prediction,,assumption,,,1868.0,1926.0,0,,We're not inherently more prone to mental health problems,"decisions we make or fail to make. And it falls upon us to make it different. > ... > But we Americans are not an inherently more violent people than folks in other countries. We're not inherently more prone to mental health problems. The main difference that sets our nation apart, what makes us so susceptible to so many mass shootings, is that we don’t do enough -- we don’t take the basic, common-sense action",,
article_33,unmatched_prediction,,assumption,,,3288.0,3305.0,0,,"Clearly, we care","es Washington. Change will come the only way it ever has come, and that’s from the American people. So the question now is not whether, as Americans, we care in moments of tragedy. Clearly, we care. Our hearts are broken -- again. And we care so deeply about these families. But the question is, do we care enough? Got that? If you don't support new ""common sense"" gun control",,
article_36,unmatched_prediction,,other,,,4994.0,5006.0,0,,latest from,"some of Trump's cabinet choices, including attorney general nominee Sen. Jeff Sessions. But Gorsuch could face the hardest confirmation battle of them all. Stay informed with the latest from CBN News delivered to your inbox.",,
article_43,unmatched_prediction,,anecdote,,,3214.0,3245.0,0,,they caucus with the Democrats,"oblem"" Republicans face in the Senate in trying to repeal Obamacare. The GOP holds 46 seats in the upper chamber, versus 52 for Democrats. The Senate also has two independents, and they caucus with the Democrats. ""We demonstrated once again that every single Republican is in favor of defunding Obamacare,"" he told Newsmax after senators backed a measure to temporarily fund the government t",,
article_45,unmatched_prediction,,anecdote,,,3183.0,3185.0,0,,to,"his case, the shooter was overtly political looking for and finding Republicans. I mean if republicans “are hitler” …who doesn’t think killing Hitler was justified? — Amy (@AmyOtto8) June 14, 2017 Politics is war by another means, a more peaceful means. Words, not guns. Ironically, the leftists running around are all about suppressing words and then, when",,
