doc_id,error_type,gold_label,pred_label,gold_start,gold_end,pred_start,pred_end,overlap_chars,gold_text,pred_text,context,manual_category,note
article_12,overlapping_different_label,anecdote,assumption,948,1056,949,1056,107,Ferguson has been at the center of daily standoffs between protesters and police since the August 9 shooting,erguson has been at the center of daily standoffs between protesters and police since the August 9 shooting,"pitch to reassure the local community in Ferguson that the Justice Department will properly investigate the shooting of Brown, who was unarmed, by a white officer, Darren Wilson. Ferguson has been at the center of daily standoffs between protesters and police since the August 9 shooting. Some of the protests have turned violent. Holder's visit will focus on the Justice Department's civil rights investigation, which is examining whether Wilson acted properly in u",,
article_12,overlapping_different_label,anecdote,assumption,1101,1253,1101,1181,80,"Holder's visit will focus on the Justice Department's civil rights investigation, which is examining whether Wilson acted properly in using deadly force",Holder's visit will focus on the Justice Department's civil rights investigation,"e officer, Darren Wilson. Ferguson has been at the center of daily standoffs between protesters and police since the August 9 shooting. Some of the protests have turned violent. Holder's visit will focus on the Justice Department's civil rights investigation, which is examining whether Wilson acted properly in using deadly force. The federal probe is separate from a criminal one being conducted by local authorities. ""At a time when so much may seem uncertain, the people of Ferguson can have confidence th",,
article_12,overlapping_different_label,anecdote,assumption,1255,1341,1254,1341,86,The federal probe is separate from a criminal one being conducted by local authorities,The federal probe is separate from a criminal one being conducted by local authorities,"ests have turned violent. Holder's visit will focus on the Justice Department's civil rights investigation, which is examining whether Wilson acted properly in using deadly force. The federal probe is separate from a criminal one being conducted by local authorities. ""At a time when so much may seem uncertain, the people of Ferguson can have confidence that the Justice Department intends to learn — in a fair and thorough manner — exactly wha",,
article_12,overlapping_different_label,anecdote,assumption,1822,2016,1822,2016,194,Holder has been outspoken on issues related to disparity in the judicial system and has led efforts to reduce disparities in sentences that statistically have greater effect on racial minorities,Holder has been outspoken on issues related to disparity in the judicial system and has led efforts to reduce disparities in sentences that statistically have greater effect on racial minorities,"for an independent investigation, and we hope that the independence and thoroughness of our investigation will bring some measure of calm to the tensions in Ferguson,"" he added. Holder has been outspoken on issues related to disparity in the judicial system and has led efforts to reduce disparities in sentences that statistically have greater effect on racial minorities. Obama cautious on Ferguson While those efforts have the backing of Obama, Holder's public views on the issue of race haven't always been welcome for the White House. In his fi",,
article_12,overlapping_different_label,anecdote,assumption,2973,3187,2973,3187,214,That unit enforces a 1994 law approved after the Rodney King beating by police in Los Angeles that makes it unlawful for police to engage in a pattern or practice that deprives people of their constitutional rights,That unit enforces a 1994 law approved after the Rodney King beating by police in Los Angeles that makes it unlawful for police to engage in a pattern or practice that deprives people of their constitutional rights,"e Department's civil rights division, which was the center of controversy over partisan meddling during the administration of President George W. Bush. Concerns about prosecutor That unit enforces a 1994 law approved after the Rodney King beating by police in Los Angeles that makes it unlawful for police to engage in a pattern or practice that deprives people of their constitutional rights. Of the 20 investigations the civil rights division has launched in the past five years, seven are ongoing, including those against police departments in Albuquerque, Miami, and",,
article_12,overlapping_different_label,anecdote,assumption,3379,3505,3379,3505,126,"As a result of increased scrutiny, there are now 13 law enforcement agencies subject to agreements with the Justice Department","As a result of increased scrutiny, there are now 13 law enforcement agencies subject to agreements with the Justice Department","investigations the civil rights division has launched in the past five years, seven are ongoing, including those against police departments in Albuquerque, Miami, and Cleveland. As a result of increased scrutiny, there are now 13 law enforcement agencies subject to agreements with the Justice Department. Seven of those are under court-ordered consent decrees, the largest number in the department's history. Holder has criticized some of the police response to the street protests",,
article_12,overlapping_different_label,anecdote,assumption,3507,3609,3506,3609,102,"Seven of those are under court-ordered consent decrees, the largest number in the department's history","Seven of those are under court-ordered consent decrees, the largest number in the department's history","e departments in Albuquerque, Miami, and Cleveland. As a result of increased scrutiny, there are now 13 law enforcement agencies subject to agreements with the Justice Department. Seven of those are under court-ordered consent decrees, the largest number in the department's history. Holder has criticized some of the police response to the street protests in Ferguson, while at the same time advocating enforcement against people rioting and looting. He has s",,
article_12,overlapping_different_label,anecdote,assumption,3612,3778,3612,3778,166,"Holder has criticized some of the police response to the street protests in Ferguson, while at the same time advocating enforcement against people rioting and looting","Holder has criticized some of the police response to the street protests in Ferguson, while at the same time advocating enforcement against people rioting and looting","aw enforcement agencies subject to agreements with the Justice Department. Seven of those are under court-ordered consent decrees, the largest number in the department's history. Holder has criticized some of the police response to the street protests in Ferguson, while at the same time advocating enforcement against people rioting and looting. He has sent Justice Department officials to provide technical assistance to police, suggesting less aggressive tactics and avoiding the use of military-style vehicles to deal wi",,
article_12,overlapping_different_label,anecdote,assumption,3781,3971,3781,3971,190,"He has sent Justice Department officials to provide technical assistance to police, suggesting less aggressive tactics and avoiding the use of military-style vehicles to deal with protesters","He has sent Justice Department officials to provide technical assistance to police, suggesting less aggressive tactics and avoiding the use of military-style vehicles to deal with protesters","history. Holder has criticized some of the police response to the street protests in Ferguson, while at the same time advocating enforcement against people rioting and looting. He has sent Justice Department officials to provide technical assistance to police, suggesting less aggressive tactics and avoiding the use of military-style vehicles to deal with protesters. 5 things to know about the shooting Among those sent to Ferguson is Ronald Davis, who heads the Office of Community Oriented Policing Services. A former police chief in East Pa",,
article_12,overlapping_different_label,anecdote,assumption,0,196,0,196,196,"After years of causing angst for White House political aides by delving into issues of race, Attorney General Eric Holder is heading to Ferguson, Missouri, as President Barack Obama's top emissary","After years of causing angst for White House political aides by delving into issues of race, Attorney General Eric Holder is heading to Ferguson, Missouri, as President Barack Obama's top emissary","After years of causing angst for White House political aides by delving into issues of race, Attorney General Eric Holder is heading to Ferguson, Missouri, as President Barack Obama's top emissary. The trip on Wednesday to the St. Louis suburb now in the spotlight represents the latest effort by the Obama administration to find a way to calm racial tensions following the p",,
article_12,unmatched_prediction,,assumption,,,1182,1253,0,,which is examining whether Wilson acted properly in using deadly force,"ween protesters and police since the August 9 shooting. Some of the protests have turned violent. Holder's visit will focus on the Justice Department's civil rights investigation, which is examining whether Wilson acted properly in using deadly force. The federal probe is separate from a criminal one being conducted by local authorities. ""At a time when so much may seem uncertain, the people of Ferguson can have confidence th",,
article_12,unmatched_prediction,,assumption,,,3990,3996,0,,about,"t officials to provide technical assistance to police, suggesting less aggressive tactics and avoiding the use of military-style vehicles to deal with protesters. 5 things to know about the shooting Among those sent to Ferguson is Ronald Davis, who heads the Office of Community Oriented Policing Services. A former police chief in East Palo Alto, California, Davi",,
article_12,unmatched_prediction,,assumption,,,4049,4055,0,,Davis,"esting less aggressive tactics and avoiding the use of military-style vehicles to deal with protesters. 5 things to know about the shooting Among those sent to Ferguson is Ronald Davis, who heads the Office of Community Oriented Policing Services. A former police chief in East Palo Alto, California, Davis is African-American and has spoken out about racial profi",,
article_13,same_label_boundary_difference,testimony,testimony,1401,1625,1513,1625,112,"In a White House address on Wednesday, Obama said he would direct Secretary of State John Kerry to review’s Cuba’s place on a list of state sponsors of terrorism, reestablish an embassy in Havana and ease travel restrictions","’s place on a list of state sponsors of terrorism, reestablish an embassy in Havana and ease travel restrictions","my power to block the use of funds to open an embassy in Cuba. Normalizing relations with Cuba is bad idea at a bad time,” Sen. Lindsey Graham (R-S.C.) said on Twitter Wednesday. In a White House address on Wednesday, Obama said he would direct Secretary of State John Kerry to review’s Cuba’s place on a list of state sponsors of terrorism, reestablish an embassy in Havana and ease travel restrictions. Obama also said the U.S. would increase remittance levels, expand commercial sales and exports. ( Also on POLITICO: GOP livid over Cuba) “We will end an outdated approach that",,
article_13,same_label_segmentation_difference,testimony,testimony,2605,2812,2606,2812,202,"“The embargo that has been imposed for decades is now codified in legislation. As these changes unfold, I look forward to engaging Congress in an honest and serious debate about lifting the embargo,” he said","The embargo that has been imposed for decades is now codified in legislation || these changes unfold, I look forward to engaging Congress in an honest and serious debate about lifting the embargo,” he said","s and travel to the Cuba. That embargo, launched by President John F. Kennedy, is not solidified by decades of congressional legislation - a fact Obama alluded to in his remarks. “The embargo that has been imposed for decades is now codified in legislation. As these changes unfold, I look forward to engaging Congress in an honest and serious debate about lifting the embargo,” he said. But Speaker John Boehner said he would not allow any Cuban-U.S. relations to be revisited in the House. ( Also on POLITICO: Rubio calls out pope on Cuba) “Relations with the C",,
article_13,same_label_boundary_difference,testimony,testimony,4711,4868,4712,4868,156,"“It is clear that policy of isolating Cuba is serving neither the interests of the American people nor the democratic aspirations of the Cubans,” Pelosi said","It is clear that policy of isolating Cuba is serving neither the interests of the American people nor the democratic aspirations of the Cubans,” Pelosi said","ert Menendez (D-N.J.), the current chair of the Forign Relations Committee was highly critical of Obama’s proposals. But House Minority Nancy Pelosi hailed Obama’s “new chapter.” “It is clear that policy of isolating Cuba is serving neither the interests of the American people nor the democratic aspirations of the Cubans,” Pelosi said. “We must acknowledge our policy towards Cuba is a relic of a bygone era that weakens our leadership in the Americas and has not advanced freedom and prosperity in Cuba.”",,
article_13,same_label_segmentation_difference,testimony,testimony,4166,4453,4166,4453,286,"“The new U.S. policy announced by the administration is no doubt sweeping, and as of now there is no real understanding as to what changes the Cuban government is prepared to make. We will be closely examining the implications of these major policy changes in the next Congress,” he said","“The new U.S. policy announced by the administration is no doubt sweeping, and as of now there is no real understanding as to what changes the Cuban government is prepared to make || We will be closely examining the implications of these major policy changes in the next Congress,” he said","ming chairman of the Senate Foreign Relations Committee Tennessee Republican Bob Corker gave few details on Wednesday on what his panel would do to halt any of Obama’s proposals. “The new U.S. policy announced by the administration is no doubt sweeping, and as of now there is no real understanding as to what changes the Cuban government is prepared to make. We will be closely examining the implications of these major policy changes in the next Congress,” he said. Meanwhile Democrats were mixed on their response to Obama’s plans. Sen. Robert Menendez (D-N.J.), the current chair of the Forign Relations Committee was highly critical of Obam",,
article_13,same_label_boundary_difference,assumption,assumption,4466,4521,4456,4521,55,Democrats were mixed on their response to Obama’s plans,Meanwhile Democrats were mixed on their response to Obama’s plans,"rstanding as to what changes the Cuban government is prepared to make. We will be closely examining the implications of these major policy changes in the next Congress,” he said. Meanwhile Democrats were mixed on their response to Obama’s plans. Sen. Robert Menendez (D-N.J.), the current chair of the Forign Relations Committee was highly critical of Obama’s proposals. But House Minority Nancy Pelosi hailed Obama’s “new c",,
article_13,same_label_boundary_difference,assumption,assumption,4523,4646,4628,4646,18,"Sen. Robert Menendez (D-N.J.), the current chair of the Forign Relations Committee was highly critical of Obama’s proposals",Obama’s proposals,"ke. We will be closely examining the implications of these major policy changes in the next Congress,” he said. Meanwhile Democrats were mixed on their response to Obama’s plans. Sen. Robert Menendez (D-N.J.), the current chair of the Forign Relations Committee was highly critical of Obama’s proposals. But House Minority Nancy Pelosi hailed Obama’s “new chapter.” “It is clear that policy of isolating Cuba is serving neither the interests of the American people nor the democrat",,
article_13,same_label_boundary_difference,testimony,testimony,2819,2917,2815,2917,98,Speaker John Boehner said he would not allow any Cuban-U.S. relations to be revisited in the House,But Speaker John Boehner said he would not allow any Cuban-U.S. relations to be revisited in the House,"osed for decades is now codified in legislation. As these changes unfold, I look forward to engaging Congress in an honest and serious debate about lifting the embargo,” he said. But Speaker John Boehner said he would not allow any Cuban-U.S. relations to be revisited in the House. ( Also on POLITICO: Rubio calls out pope on Cuba) “Relations with the Castro regime should not be revisited, let alone normalized, until the Cuban people enjoy freedom – and no",,
article_13,same_label_segmentation_difference,testimony,testimony,2971,3301,2971,3301,329,"“Relations with the Castro regime should not be revisited, let alone normalized, until the Cuban people enjoy freedom – and not one second sooner. There is no ‘new course’ here, only another in a long line of mindless concessions to a dictatorship that brutalizes its people and schemes with our enemies,” the Ohio Republican said","“Relations with the Castro regime should not be revisited, let alone normalized, until the Cuban people enjoy freedom – and not one second sooner || There is no ‘new course’ here, only another in a long line of mindless concessions to a dictatorship that brutalizes its people and schemes with our enemies,” the Ohio Republican said","the embargo,” he said. But Speaker John Boehner said he would not allow any Cuban-U.S. relations to be revisited in the House. ( Also on POLITICO: Rubio calls out pope on Cuba) “Relations with the Castro regime should not be revisited, let alone normalized, until the Cuban people enjoy freedom – and not one second sooner. There is no ‘new course’ here, only another in a long line of mindless concessions to a dictatorship that brutalizes its people and schemes with our enemies,” the Ohio Republican said. Incoming Senate Majority Leader Mitch McConnell (R-Ky.) said he would defer the upper chamber’s response to Cuba policy changes to Rubio, who slammed Obama for threatening U.S.",,
article_13,same_label_boundary_difference,testimony,testimony,3304,3507,3304,3440,136,"Incoming Senate Majority Leader Mitch McConnell (R-Ky.) said he would defer the upper chamber’s response to Cuba policy changes to Rubio, who slammed Obama for threatening U.S. national security concerns",Incoming Senate Majority Leader Mitch McConnell (R-Ky.) said he would defer the upper chamber’s response to Cuba policy changes to Rubio,"is no ‘new course’ here, only another in a long line of mindless concessions to a dictatorship that brutalizes its people and schemes with our enemies,” the Ohio Republican said. Incoming Senate Majority Leader Mitch McConnell (R-Ky.) said he would defer the upper chamber’s response to Cuba policy changes to Rubio, who slammed Obama for threatening U.S. national security concerns. Already some Republicans are casting doubt on if the Obama administration has the legal authority to roll back some travel restrictions and allow increased numbers of Cuban ciga",,
article_13,same_label_boundary_difference,anecdote,anecdote,2325,2449,2330,2449,119,Obama also called on Congress to peruse legislation that would lift the 50-year embargo against goods and travel to the Cuba,also called on Congress to peruse legislation that would lift the 50-year embargo against goods and travel to the Cuba,"ady a number of influential Republicans vocal on foreign affairs, including Graham, Sens. John McCain (R-Ariz.), Rubio (R-Fla.) and Cruz said they staunchly oppose Obama’s plans. Obama also called on Congress to peruse legislation that would lift the 50-year embargo against goods and travel to the Cuba. That embargo, launched by President John F. Kennedy, is not solidified by decades of congressional legislation - a fact Obama alluded to in his remarks. “The embargo that has be",,
article_13,same_label_boundary_difference,assumption,assumption,2081,2139,2072,2139,58,they will have the power to block presidential nominations,meaning they will have the power to block presidential nominations,"the Cuban people are well-served by a rigid policy that is rooted in events that took place before most of us were born.” Republicans will control the Senate starting in January, meaning they will have the power to block presidential nominations. Already a number of influential Republicans vocal on foreign affairs, including Graham, Sens. John McCain (R-Ariz.), Rubio (R-Fla.) and Cruz said they staunchly oppose Obama’s pl",,
article_13,same_label_segmentation_difference,assumption,assumption,815,1008,817,1089,189,"if they can’t fully stop Obama, who has some authority to act without Congress, the dispute will provide another opportunity for the president’s Hill rivals, including 2016 likely hopefuls Sens","they can’t fully stop Obama || who has some authority to act without Congress || the dispute will provide another opportunity for the president’s Hill rivals, including 2016 likely hopefuls Sens. Ted Cruz and Marco Rubio, to continue to question his use of executive action —","go. ( Also on POLITICO: Obama's December surprise) When Republicans control the Senate next year, the party would be in a good position to get some of their plans done. But even if they can’t fully stop Obama, who has some authority to act without Congress, the dispute will provide another opportunity for the president’s Hill rivals, including 2016 likely hopefuls Sens. Ted Cruz and Marco Rubio, to continue to question his use of executive action — a theme Republicans had already planned to take on next year around Obama’s moves on immigration and Obamacare. “I will do all in my power to block the use of funds to open an em",,
article_13,overlapping_different_label,anecdote,assumption,123,384,123,384,261,"Just hours after Obama announced that a prisoner swap with the Cuban government for two Americans was the start of a new relationship with the communist country, Republicans began informally kicking around ideas to stop any changes to the U.S.-Cuba relationship","Just hours after Obama announced that a prisoner swap with the Cuban government for two Americans was the start of a new relationship with the communist country, Republicans began informally kicking around ideas to stop any changes to the U.S.-Cuba relationship","President Barack Obama’s plan to normalize relations with Cuba has hit a familiar roadblock: Republicans on Capitol Hill. Just hours after Obama announced that a prisoner swap with the Cuban government for two Americans was the start of a new relationship with the communist country, Republicans began informally kicking around ideas to stop any changes to the U.S.-Cuba relationship. Story Continued Below On the list: deny Obama funds to reopen an embassy in Havana, stall the nomination of a potential ambassador, vote down a bill to open up travel more wide",,
article_13,overlapping_different_label,assumption,testimony,4652,4709,4707,4709,2,House Minority Nancy Pelosi hailed Obama’s “new chapter.”,.”,"ats were mixed on their response to Obama’s plans. Sen. Robert Menendez (D-N.J.), the current chair of the Forign Relations Committee was highly critical of Obama’s proposals. But House Minority Nancy Pelosi hailed Obama’s “new chapter.” “It is clear that policy of isolating Cuba is serving neither the interests of the American people nor the democratic aspirations of the Cubans,” Pelosi said. “We must acknowledg",,
article_13,overlapping_different_label,anecdote,assumption,3978,4163,3981,4163,182,The incoming chairman of the Senate Foreign Relations Committee Tennessee Republican Bob Corker gave few details on Wednesday on what his panel would do to halt any of Obama’s proposals,incoming chairman of the Senate Foreign Relations Committee Tennessee Republican Bob Corker gave few details on Wednesday on what his panel would do to halt any of Obama’s proposals,"on of Helms-Burton that specifically states that all political prisoners must be released and free and fair elections must be held before establishing a diplomatic relationship.” The incoming chairman of the Senate Foreign Relations Committee Tennessee Republican Bob Corker gave few details on Wednesday on what his panel would do to halt any of Obama’s proposals. “The new U.S. policy announced by the administration is no doubt sweeping, and as of now there is no real understanding as to what changes the Cuban government is prepared to ma",,
article_13,overlapping_different_label,anecdote,assumption,3518,3717,3510,3716,198,some Republicans are casting doubt on if the Obama administration has the legal authority to roll back some travel restrictions and allow increased numbers of Cuban cigars to be brought into the U.S.,Already some Republicans are casting doubt on if the Obama administration has the legal authority to roll back some travel restrictions and allow increased numbers of Cuban cigars to be brought into the U.S,"eader Mitch McConnell (R-Ky.) said he would defer the upper chamber’s response to Cuba policy changes to Rubio, who slammed Obama for threatening U.S. national security concerns. Already some Republicans are casting doubt on if the Obama administration has the legal authority to roll back some travel restrictions and allow increased numbers of Cuban cigars to be brought into the U.S. Rep. Ileana Ros-Lehtinen (R-Fla.) said action by Obama “may be in direct violation of Helms-Burton that specifically states that all political prisoners must be released and free",,
article_13,overlapping_different_label,anecdote,assumption,2016,2071,2016,2071,55,Republicans will control the Senate starting in January,Republicans will control the Senate starting in January,"ce our interests,” Obama said. “Neither the American nor the Cuban people are well-served by a rigid policy that is rooted in events that took place before most of us were born.” Republicans will control the Senate starting in January, meaning they will have the power to block presidential nominations. Already a number of influential Republicans vocal on foreign affairs, including Graham, Sens. John McCain (R-A",,
article_13,overlapping_different_label,testimony,assumption,2149,2322,2140,2322,173,"a number of influential Republicans vocal on foreign affairs, including Graham, Sens. John McCain (R-Ariz.), Rubio (R-Fla.) and Cruz said they staunchly oppose Obama’s plans","Already a number of influential Republicans vocal on foreign affairs, including Graham, Sens. John McCain (R-Ariz.), Rubio (R-Fla.) and Cruz said they staunchly oppose Obama’s plans","n events that took place before most of us were born.” Republicans will control the Senate starting in January, meaning they will have the power to block presidential nominations. Already a number of influential Republicans vocal on foreign affairs, including Graham, Sens. John McCain (R-Ariz.), Rubio (R-Fla.) and Cruz said they staunchly oppose Obama’s plans. Obama also called on Congress to peruse legislation that would lift the 50-year embargo against goods and travel to the Cuba. That embargo, launched by President John F. Kennedy",,
article_13,overlapping_different_label,anecdote,assumption,1010,1200,1089,1200,111,"Ted Cruz and Marco Rubio, to continue to question his use of executive action — a theme Republicans had already planned to take on next year around Obama’s moves on immigration and Obamacare",a theme Republicans had already planned to take on next year around Obama’s moves on immigration and Obamacare,"ully stop Obama, who has some authority to act without Congress, the dispute will provide another opportunity for the president’s Hill rivals, including 2016 likely hopefuls Sens. Ted Cruz and Marco Rubio, to continue to question his use of executive action — a theme Republicans had already planned to take on next year around Obama’s moves on immigration and Obamacare. “I will do all in my power to block the use of funds to open an embassy in Cuba. Normalizing relations with Cuba is bad idea at a bad time,” Sen. Lindsey Graham (R-S.C.) said on",,
article_13,overlapping_different_label,testimony,assumption,410,637,519,637,118,"On the list: deny Obama funds to reopen an embassy in Havana, stall the nomination of a potential ambassador, vote down a bill to open up travel more widely and ignore requests from the White House to lift a decades-old embargo",vote down a bill to open up travel more widely and ignore requests from the White House to lift a decades-old embargo,"tart of a new relationship with the communist country, Republicans began informally kicking around ideas to stop any changes to the U.S.-Cuba relationship. Story Continued Below On the list: deny Obama funds to reopen an embassy in Havana, stall the nomination of a potential ambassador, vote down a bill to open up travel more widely and ignore requests from the White House to lift a decades-old embargo. ( Also on POLITICO: Obama's December surprise) When Republicans control the Senate next year, the party would be in a good position to get some of their plans done. But even if",,
article_13,unmatched_prediction,,assumption,,,427,439,0,,Obama funds,"ationship with the communist country, Republicans began informally kicking around ideas to stop any changes to the U.S.-Cuba relationship. Story Continued Below On the list: deny Obama funds to reopen an embassy in Havana, stall the nomination of a potential ambassador, vote down a bill to open up travel more widely and ignore requests from the White House to lift a d",,
article_13,unmatched_prediction,,assumption,,,442,449,0,,reopen,"the communist country, Republicans began informally kicking around ideas to stop any changes to the U.S.-Cuba relationship. Story Continued Below On the list: deny Obama funds to reopen an embassy in Havana, stall the nomination of a potential ambassador, vote down a bill to open up travel more widely and ignore requests from the White House to lift a decades-old",,
article_13,unmatched_prediction,,assumption,,,452,460,0,,embassy,"ist country, Republicans began informally kicking around ideas to stop any changes to the U.S.-Cuba relationship. Story Continued Below On the list: deny Obama funds to reopen an embassy in Havana, stall the nomination of a potential ambassador, vote down a bill to open up travel more widely and ignore requests from the White House to lift a decades-old embargo.",,
article_13,unmatched_prediction,,assumption,,,463,467,0,,Hav,", Republicans began informally kicking around ideas to stop any changes to the U.S.-Cuba relationship. Story Continued Below On the list: deny Obama funds to reopen an embassy in Havana, stall the nomination of a potential ambassador, vote down a bill to open up travel more widely and ignore requests from the White House to lift a decades-old embargo. ( Also",,
article_13,unmatched_prediction,,assumption,,,471,518,0,,stall the nomination of a potential ambassador,"icans began informally kicking around ideas to stop any changes to the U.S.-Cuba relationship. Story Continued Below On the list: deny Obama funds to reopen an embassy in Havana, stall the nomination of a potential ambassador, vote down a bill to open up travel more widely and ignore requests from the White House to lift a decades-old embargo. ( Also on POLITICO: Obama's December surprise) When Repub",,
article_13,unmatched_prediction,,assumption,,,3441,3507,0,,who slammed Obama for threatening U.S. national security concerns,"h our enemies,” the Ohio Republican said. Incoming Senate Majority Leader Mitch McConnell (R-Ky.) said he would defer the upper chamber’s response to Cuba policy changes to Rubio, who slammed Obama for threatening U.S. national security concerns. Already some Republicans are casting doubt on if the Obama administration has the legal authority to roll back some travel restrictions and allow increased numbers of Cuban ciga",,
article_14,same_label_boundary_difference,anecdote,anecdote,181,228,186,228,42,He is recognizing Jerusalem as Israel’s capital,recognizing Jerusalem as Israel’s capital,"resident Trump announced on Wednesday that his administration is making a radical break with nearly 70 years of official United States policy and with the international community: He is recognizing Jerusalem as Israel’s capital. This decision will be interpreted by Palestinians, Arabs and the rest of the world as a major provocation. It will cause irreparable harm to Mr. Trump’s own plans to make peace",,
article_14,same_label_segmentation_difference,anecdote,anecdote,606,818,606,818,212,"Since Israel was established in 1948, the United Nations and the United States, like most countries, have refused to recognize any country’s sovereignty over Jerusalem, a city holy to Muslims, Jews and Christians","Since || Israel was established in 1948, the United Nations and the United States, like most countries, have refused to recognize any country’s sovereignty over Jerusalem, a city holy to Muslims, Jews and Christians",", and to any future administration’s efforts, as well. It will also undermine the United States’ own national security. The president should reconsider this decision immediately. Since Israel was established in 1948, the United Nations and the United States, like most countries, have refused to recognize any country’s sovereignty over Jerusalem, a city holy to Muslims, Jews and Christians. For this reason, the United States has always maintained its embassy to Israel in Tel Aviv. Since Israel militarily occupied East Jerusalem in the 1967 Arab-Israeli War, the Uni",,
article_14,same_label_boundary_difference,anecdote,anecdote,838,911,881,911,30,the United States has always maintained its embassy to Israel in Tel Aviv,embassy to Israel in Tel Aviv,"ions and the United States, like most countries, have refused to recognize any country’s sovereignty over Jerusalem, a city holy to Muslims, Jews and Christians. For this reason, the United States has always maintained its embassy to Israel in Tel Aviv. Since Israel militarily occupied East Jerusalem in the 1967 Arab-Israeli War, the United States and the international community have rejected as illegal Israel’s attempts to ceme",,
article_14,same_label_boundary_difference,anecdote,anecdote,913,1292,918,989,71,"Since Israel militarily occupied East Jerusalem in the 1967 Arab-Israeli War, the United States and the international community have rejected as illegal Israel’s attempts to cement its control over the city by expanding its boundaries, annexing it and constructing a ring of settlements on occupied Palestinian land around its outskirts to sever it from the rest of the West Bank",Israel militarily occupied East Jerusalem in the 1967 Arab-Israeli War,"any country’s sovereignty over Jerusalem, a city holy to Muslims, Jews and Christians. For this reason, the United States has always maintained its embassy to Israel in Tel Aviv. Since Israel militarily occupied East Jerusalem in the 1967 Arab-Israeli War, the United States and the international community have rejected as illegal Israel’s attempts to cement its control over the city by expanding its boundaries, annexing it and constructing a ring of settlements on occupied Palestinian land around its outskirts to sever it from the rest of the West Bank. With his announcement on Wednesday, Mr. Trump has legitimized Israel’s illegal actions and sent the message that the United States no longer has any regard for international con",,
article_14,same_label_segmentation_difference,assumption,assumption,1295,1548,1295,1548,248,"With his announcement on Wednesday, Mr. Trump has legitimized Israel’s illegal actions and sent the message that the United States no longer has any regard for international conventions or norms, and that might and power prevail over justice and the law","With his announcement on Wednesday, Mr. Trump has legitimized Israel’s illegal actions and sent the message that the United States no longer has any regard for international conventions or norms || that might and power prevail over justice and the law","city by expanding its boundaries, annexing it and constructing a ring of settlements on occupied Palestinian land around its outskirts to sever it from the rest of the West Bank. With his announcement on Wednesday, Mr. Trump has legitimized Israel’s illegal actions and sent the message that the United States no longer has any regard for international conventions or norms, and that might and power prevail over justice and the law. Perhaps this shouldn’t have been a surprise. Members of Israel’s hard-right government were overjoyed at Mr. Trump’s election, believing they would have a free rein to accelerat",,
article_14,same_label_boundary_difference,anecdote,anecdote,2114,2168,2137,2168,31,Israel has expanded its settlements over the past year,settlements over the past year,"to Israel, both of whom have ties to Israel’s settlement movement, further emboldened the settlers and their supporters in Prime Minister Benjamin Netanyahu’s government. Indeed, Israel has expanded its settlements over the past year. By rewarding its claim on Jerusalem with official recognition, Mr. Trump is giving Israel a free hand to accelerate its policies of creeping annexation of the occupied Palestini",,
article_14,same_label_boundary_difference,assumption,assumption,2171,2496,2173,2496,323,"By rewarding its claim on Jerusalem with official recognition, Mr. Trump is giving Israel a free hand to accelerate its policies of creeping annexation of the occupied Palestinian territories and its deliberate attempts to erase the Palestinians’ historical, political, cultural and demographic presence in historic Palestine","rewarding its claim on Jerusalem with official recognition, Mr. Trump is giving Israel a free hand to accelerate its policies of creeping annexation of the occupied Palestinian territories and its deliberate attempts to erase the Palestinians’ historical, political, cultural and demographic presence in historic Palestine","movement, further emboldened the settlers and their supporters in Prime Minister Benjamin Netanyahu’s government. Indeed, Israel has expanded its settlements over the past year. By rewarding its claim on Jerusalem with official recognition, Mr. Trump is giving Israel a free hand to accelerate its policies of creeping annexation of the occupied Palestinian territories and its deliberate attempts to erase the Palestinians’ historical, political, cultural and demographic presence in historic Palestine. This will encourage Israeli officials to further intensify their violations of Palestinian rights in the city; more Palestinian homes will be destroyed and more Palestinian fami",,
article_14,same_label_segmentation_difference,assumption,assumption,2499,2694,2499,2694,194,This will encourage Israeli officials to further intensify their violations of Palestinian rights in the city; more Palestinian homes will be destroyed and more Palestinian families made homeless,This will encourage Israeli officials to further intensify their violations of Palestinian rights in the city || more Palestinian homes will be destroyed and more Palestinian families made homeless,"ion of the occupied Palestinian territories and its deliberate attempts to erase the Palestinians’ historical, political, cultural and demographic presence in historic Palestine. This will encourage Israeli officials to further intensify their violations of Palestinian rights in the city; more Palestinian homes will be destroyed and more Palestinian families made homeless. (Since Israel occupied East Jerusalem in 1967, Israeli authorities have, according to the United Nations, destroyed some 20,000 Palestinian homes in the city.) It will also mean",,
article_14,same_label_boundary_difference,assumption,assumption,3183,3323,3178,3323,140,"it will fuel further calls from right-wing Israelis, including members of Mr. Netanyahu’s government, to annex parts or all of the West Bank","And it will fuel further calls from right-wing Israelis, including members of Mr. Netanyahu’s government, to annex parts or all of the West Bank","where they were born and raised and where their families still live revoked by Israel, as it has done to more than 14,000 Palestinians since 1967, according to human rights groups. And it will fuel further calls from right-wing Israelis, including members of Mr. Netanyahu’s government, to annex parts or all of the West Bank: After all, if the United States has given its stamp of approval to the annexation of Jerusalem, why shouldn’t right-wing Israelis believe it will one day do the same with more te",,
